dataset,trial,epsilon,alpha,n,model_error,num_policies,oracle_grid_budget_saved,oracle_grid_error,method,m,radius,selected_threshold,empirical_loss,ucb,realized_error,budget_saved,avg_cost,violated
ImageNet,66,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.085,0.0294,0.0497764569674848,0.02792,0.5836,0.4164,0.0
ImageNet,66,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.11976951360702515,0.0377,0.04993873415340408,0.036,0.62412,0.37588,0.0
ImageNet,67,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.08,0.0289,0.0492764569674848,0.02678,0.57718,0.42282,0.0
ImageNet,67,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.11755245923995972,0.0377,0.04993873415340408,0.03536,0.62178,0.37822,0.0
ImageNet,68,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0295,0.0498764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,68,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.131477952003479,0.0377,0.04993873415340408,0.03854,0.6358,0.36419999999999997,0.0
ImageNet,69,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.085,0.0291,0.0494764569674848,0.02792,0.5836,0.4164,0.0
ImageNet,69,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12200134992599487,0.0377,0.04993873415340408,0.0364,0.62622,0.37378,0.0
ImageNet,70,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.1,0.0294,0.0497764569674848,0.03152,0.6028,0.3972,0.0
ImageNet,70,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.14376455545425415,0.0377,0.04993873415340408,0.04148,0.6481,0.3519,0.0
ImageNet,71,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0296,0.0499764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,71,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12389498949050903,0.0377,0.04993873415340408,0.03676,0.6281,0.3719,0.0
ImageNet,72,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0285,0.0488764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,72,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13416212797164917,0.0377,0.04993873415340408,0.03914,0.63856,0.36144,0.0
ImageNet,73,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.095,0.0288,0.049176456967484794,0.03016,0.5965,0.40349999999999997,0.0
ImageNet,73,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13013142347335815,0.0377,0.04993873415340408,0.03824,0.63468,0.36532,0.0
ImageNet,74,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.095,0.0285,0.0488764569674848,0.03016,0.5965,0.40349999999999997,0.0
ImageNet,74,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13463592529296875,0.0377,0.04993873415340408,0.03928,0.63894,0.36106000000000005,0.0
ImageNet,75,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0289,0.0492764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,75,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13045430183410645,0.0377,0.04993873415340408,0.03834,0.63508,0.36492,0.0
ImageNet,76,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.095,0.0294,0.0497764569674848,0.03016,0.5965,0.40349999999999997,0.0
ImageNet,76,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13313716650009155,0.0377,0.04993873415340408,0.03886,0.63758,0.36241999999999996,0.0
ImageNet,77,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.095,0.0293,0.049676456967484794,0.03016,0.5965,0.40349999999999997,0.0
ImageNet,77,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13044261932373047,0.0377,0.04993873415340408,0.03832,0.63504,0.36495999999999995,0.0
ImageNet,78,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.08,0.0292,0.0495764569674848,0.02678,0.57718,0.42282,0.0
ImageNet,78,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12456846237182617,0.0377,0.04993873415340408,0.03692,0.62896,0.37104000000000004,0.0
ImageNet,79,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.1,0.0292,0.0495764569674848,0.03152,0.6028,0.3972,0.0
ImageNet,79,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.1495676040649414,0.0377,0.04993873415340408,0.04272,0.65298,0.34702,0.0
ImageNet,80,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.08,0.0293,0.049676456967484794,0.02678,0.57718,0.42282,0.0
ImageNet,80,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.1205257773399353,0.0377,0.04993873415340408,0.03616,0.6249,0.3751,0.0
ImageNet,81,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0287,0.0490764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,81,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12922096252441406,0.0377,0.04993873415340408,0.038,0.63376,0.36624,0.0
ImageNet,82,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.095,0.029,0.0493764569674848,0.03016,0.5965,0.40349999999999997,0.0
ImageNet,82,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13944345712661743,0.0377,0.04993873415340408,0.04034,0.64358,0.35641999999999996,0.0
ImageNet,83,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.095,0.0294,0.0497764569674848,0.03016,0.5965,0.40349999999999997,0.0
ImageNet,83,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.1314341425895691,0.0377,0.04993873415340408,0.03852,0.63578,0.36422,0.0
ImageNet,84,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0289,0.0492764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,84,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12973862886428833,0.0377,0.04993873415340408,0.03812,0.63424,0.36576,0.0
ImageNet,85,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.1,0.0293,0.049676456967484794,0.03152,0.6028,0.3972,0.0
ImageNet,85,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.1462252140045166,0.0376,0.049838734153404084,0.04202,0.65038,0.34962000000000004,0.0
ImageNet,86,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.1,0.0294,0.0497764569674848,0.03152,0.6028,0.3972,0.0
ImageNet,86,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13867443799972534,0.0377,0.04993873415340408,0.04008,0.64294,0.35706000000000004,0.0
ImageNet,87,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.085,0.0291,0.0494764569674848,0.02792,0.5836,0.4164,0.0
ImageNet,87,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12399017810821533,0.0376,0.049838734153404084,0.0368,0.62822,0.37178,0.0
ImageNet,88,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.095,0.0282,0.0485764569674848,0.03016,0.5965,0.40349999999999997,0.0
ImageNet,88,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13138943910598755,0.0377,0.04993873415340408,0.0385,0.63574,0.36426000000000003,0.0
ImageNet,89,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.085,0.0288,0.049176456967484794,0.02792,0.5836,0.4164,0.0
ImageNet,89,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.1299349069595337,0.0377,0.04993873415340408,0.03818,0.63444,0.36556,0.0
ImageNet,90,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.085,0.0291,0.0494764569674848,0.02792,0.5836,0.4164,0.0
ImageNet,90,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12632256746292114,0.0377,0.04993873415340408,0.03732,0.63086,0.36914,0.0
ImageNet,91,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.085,0.0279,0.048276456967484796,0.02792,0.5836,0.4164,0.0
ImageNet,91,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12769263982772827,0.0377,0.04993873415340408,0.03774,0.63254,0.36746,0.0
ImageNet,92,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.07,0.0291,0.0494764569674848,0.0246,0.56218,0.43782,0.0
ImageNet,92,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.10782432556152344,0.0377,0.04993873415340408,0.03356,0.6117,0.3883,0.0
ImageNet,93,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.095,0.0295,0.0498764569674848,0.03016,0.5965,0.40349999999999997,0.0
ImageNet,93,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.1331755518913269,0.0377,0.04993873415340408,0.0389,0.63766,0.36234,0.0
ImageNet,94,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.085,0.0293,0.049676456967484794,0.02792,0.5836,0.4164,0.0
ImageNet,94,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12537693977355957,0.0377,0.04993873415340408,0.03708,0.6298,0.3702,0.0
ImageNet,95,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0291,0.0494764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,95,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12389498949050903,0.0376,0.049838734153404084,0.03676,0.6281,0.3719,0.0
ImageNet,96,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.1,0.0292,0.0495764569674848,0.03152,0.6028,0.3972,0.0
ImageNet,96,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.1383122205734253,0.0377,0.04993873415340408,0.03996,0.64258,0.35741999999999996,0.0
ImageNet,97,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0284,0.048776456967484796,0.02906,0.59012,0.40988,0.0
ImageNet,97,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13867443799972534,0.0377,0.04993873415340408,0.04008,0.64294,0.35706000000000004,0.0
ImageNet,98,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.105,0.0291,0.0494764569674848,0.03278,0.60856,0.39144,0.0
ImageNet,98,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.14365702867507935,0.0377,0.04993873415340408,0.04146,0.64792,0.35207999999999995,0.0
ImageNet,99,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.095,0.0288,0.049176456967484794,0.03016,0.5965,0.40349999999999997,0.0
ImageNet,99,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13995665311813354,0.0377,0.04993873415340408,0.04048,0.64404,0.35596000000000005,0.0
ImageNet,100,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0283,0.048676456967484794,0.02906,0.59012,0.40988,0.0
ImageNet,100,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.1293606162071228,0.0377,0.04993873415340408,0.03802,0.63386,0.36614,0.0
ImageNet,101,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0292,0.0495764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,101,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12389498949050903,0.0377,0.04993873415340408,0.03676,0.6281,0.3719,0.0
ImageNet,102,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.08,0.0287,0.0490764569674848,0.02678,0.57718,0.42282,0.0
ImageNet,102,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.11195915937423706,0.0377,0.04993873415340408,0.03432,0.61582,0.38417999999999997,0.0
ImageNet,103,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.1,0.0282,0.0485764569674848,0.03152,0.6028,0.3972,0.0
ImageNet,103,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.138419508934021,0.0377,0.04993873415340408,0.04004,0.64274,0.35726,0.0
ImageNet,104,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0291,0.0494764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,104,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13420498371124268,0.0377,0.04993873415340408,0.03916,0.63858,0.36141999999999996,0.0
ImageNet,105,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0294,0.0497764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,105,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12604081630706787,0.0377,0.04993873415340408,0.0372,0.63056,0.36944,0.0
ImageNet,106,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0287,0.0490764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,106,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12673819065093994,0.0376,0.049838734153404084,0.03746,0.63128,0.36872000000000005,0.0
ImageNet,107,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.085,0.0293,0.049676456967484794,0.02792,0.5836,0.4164,0.0
ImageNet,107,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12166976928710938,0.0377,0.04993873415340408,0.0363,0.6258,0.3742,0.0
ImageNet,108,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.08,0.0276,0.0479764569674848,0.02678,0.57718,0.42282,0.0
ImageNet,108,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12233060598373413,0.0377,0.04993873415340408,0.03648,0.62652,0.37348000000000003,0.0
ImageNet,109,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.095,0.0289,0.0492764569674848,0.03016,0.5965,0.40349999999999997,0.0
ImageNet,109,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13309478759765625,0.0377,0.04993873415340408,0.03884,0.63752,0.36248,0.0
ImageNet,110,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.08,0.029,0.0493764569674848,0.02678,0.57718,0.42282,0.0
ImageNet,110,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12176740169525146,0.0377,0.04993873415340408,0.03632,0.62584,0.37416000000000005,0.0
ImageNet,111,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.105,0.0295,0.0498764569674848,0.03278,0.60856,0.39144,0.0
ImageNet,111,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.1428188681602478,0.0377,0.04993873415340408,0.04124,0.6471,0.3529,0.0
ImageNet,112,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0291,0.0494764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,112,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12200134992599487,0.0376,0.049838734153404084,0.0364,0.62622,0.37378,0.0
ImageNet,113,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0294,0.0497764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,113,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12757480144500732,0.0376,0.049838734153404084,0.0377,0.6324,0.36760000000000004,0.0
ImageNet,114,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.085,0.0291,0.0494764569674848,0.02792,0.5836,0.4164,0.0
ImageNet,114,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12436562776565552,0.0377,0.04993873415340408,0.03684,0.6286,0.37139999999999995,0.0
ImageNet,115,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0294,0.0497764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,115,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12632256746292114,0.0377,0.04993873415340408,0.03732,0.63086,0.36914,0.0
ImageNet,116,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0292,0.0495764569674848,0.02906,0.59012,0.40988,0.0
ImageNet,116,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.1286497712135315,0.0377,0.04993873415340408,0.03788,0.63332,0.36668,0.0
ImageNet,117,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.095,0.0294,0.0497764569674848,0.03016,0.5965,0.40349999999999997,0.0
ImageNet,117,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.12961387634277344,0.0377,0.04993873415340408,0.03808,0.63416,0.36584000000000005,0.0
ImageNet,118,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.1,0.0295,0.0498764569674848,0.03152,0.6028,0.3972,0.0
ImageNet,118,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13563776016235352,0.0377,0.04993873415340408,0.03942,0.6397,0.36029999999999995,0.0
ImageNet,119,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.085,0.0289,0.0492764569674848,0.02792,0.5836,0.4164,0.0
ImageNet,119,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.1291751265525818,0.0377,0.04993873415340408,0.03798,0.63374,0.36626000000000003,0.0
ImageNet,120,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.095,0.0283,0.048676456967484794,0.03016,0.5965,0.40349999999999997,0.0
ImageNet,120,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13016635179519653,0.0376,0.049838734153404084,0.03826,0.63478,0.36522,0.0
ImageNet,121,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.075,0.029,0.0493764569674848,0.02572,0.56976,0.43023999999999996,0.0
ImageNet,121,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.11097180843353271,0.0377,0.04993873415340408,0.03408,0.61466,0.38534,0.0
ImageNet,122,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.085,0.0287,0.0490764569674848,0.02792,0.5836,0.4164,0.0
ImageNet,122,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13189446926116943,0.0377,0.04993873415340408,0.03862,0.6362,0.3638,0.0
ImageNet,123,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.1,0.029,0.0493764569674848,0.03152,0.6028,0.3972,0.0
ImageNet,123,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.13045430183410645,0.0376,0.049838734153404084,0.03834,0.63508,0.36492,0.0
ImageNet,124,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.1,0.0292,0.0495764569674848,0.03152,0.6028,0.3972,0.0
ImageNet,124,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.1428188681602478,0.0377,0.04993873415340408,0.04124,0.6471,0.3529,0.0
ImageNet,125,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.105,0.0294,0.0497764569674848,0.03278,0.60856,0.39144,0.0
ImageNet,125,0.05,0.05,50000,0.21688,202,0.67742,0.04926,original_pac_hoeffding,10000,0.012238734153404082,0.1460963487625122,0.0377,0.04993873415340408,0.042,0.65024,0.34975999999999996,0.0
ImageNet,126,0.05,0.05,50000,0.21688,202,0.67742,0.04926,fixed_price_uniform_ucb,10000,0.020376456967484798,0.09,0.0289,0.0492764569674848,0.02906,0.59012,0.40988,0.0
